from,to,path
61,86,60;93;107
61,86,124;93;2
61,86,60;93;2
61,86,124;94;2
61,87,124;93;2;100;132;51;138
61,87,60;93;2;100;132;51;138
61,87,124;94;2;100;132;51;138
61,89,124;94;2;100;132;51
61,89,60;93;2;100;132;51
61,89,124;93;2;100;132;51
61,91,124;93;107;28;27;32;158
61,91,60;93;107;28;27;32;158
61,91,124;93;107;28;27;32;141
61,91,60;93;107;28;27;32;141
61,93,124
61,93,60
61,94,124
61,97,124;94;2;100;132;51
61,97,60;93;2;100;132;51
61,97,124;93;2;100;132;51
61,100,124;93;2
61,100,60;93;2
61,100,124;94;2
61,101,124;93;107;28;27;32;158
61,101,60;93;107;28;27;32;158
61,101,124;93;107;28;27;32;141
61,101,60;93;107;28;27;32;141
61,102,124;93;107;28;27;32;158
61,102,60;93;107;28;27;32;158
61,102,124;93;107;28;27;33;4
61,102,60;93;107;28;27;33;4
61,102,124;93;107;28;25;33;4
61,102,60;93;107;28;25;33;4
61,102,124;93;107;108;25;33;4
61,102,60;93;107;108;25;33;4
61,102,124;93;107;28;27;32;4
61,102,60;93;107;28;27;32;4
61,104,124;93;2;100;132;51;56
61,104,60;93;2;100;132;51;56
61,104,124;94;2;100;132;51;56
61,104,124;93;2;100;132;51;11
61,104,60;93;2;100;132;51;11
61,104,124;94;2;100;132;51;11
61,107,60;93
61,107,124;93
61,108,124;93;107
61,108,60;93;107
61,116,124;93;2;100;132;51;56
61,116,60;93;2;100;132;51;56
61,116,124;94;2;100;132;51;56
61,117,124;93;2;100;132
61,117,60;93;2;100;132
61,117,124;94;2;100;132
61,121,60;93;107;28;27;32
61,121,124;93;107;28;27;32
61,122,124;93;2;100;132;51;72
61,122,60;93;2;100;132;51;72
61,122,124;94;2;100;132;51;72
61,123,124;93;107;86;44;71;73
61,123,60;93;107;86;44;71;73
61,123,124;93;2;86;44;71;73
61,123,60;93;2;86;44;71;73
61,123,124;94;2;86;44;71;73
61,126,60
61,128,124;93;2;100;132;51;72
61,128,60;93;2;100;132;51;72
61,128,124;94;2;100;132;51;72
61,129,60;93;107;28;134;49
61,129,124;93;107;28;134;49
61,129,124;94;2;86;134;49
61,129,60;93;2;86;134;49
61,129,124;93;2;86;134;49
61,129,60;93;107;86;134;49
61,129,124;93;107;86;134;49
61,131,124;93;107;28;27
61,131,60;93;107;28;27
61,131,124;93;107;86;134
61,131,60;93;107;86;134
61,131,124;93;2;86;134
61,131,60;93;2;86;134
61,131,124;94;2;86;134
61,131,124;93;107;28;134
61,131,60;93;107;28;134
61,132,124;94;2;100
61,132,60;93;2;100
61,132,124;93;2;100
61,134,60;93;107;28
61,134,124;93;107;28
61,134,124;94;2;86
61,134,60;93;2;86
61,134,124;93;2;86
61,134,60;93;107;86
61,134,124;93;107;86
61,138,124;94;2;100;132;51
61,138,60;93;2;100;132;51
61,138,124;93;2;100;132;51
61,139,124;94;2;86;44;71
61,139,60;93;2;86;44;71
61,139,124;93;2;86;44;71
61,139,60;93;107;86;44;71
61,139,124;93;107;86;44;71
61,141,60;93;107;28;27;32
61,141,124;93;107;28;27;32
61,143,60;35;57
61,143,60;35;21
61,143,124;93;21
61,143,60;93;21
61,144,124;93;2
61,144,60;93;2
61,144,124;94;2
61,145,124;93;107;86;44;71;139
61,145,60;93;107;86;44;71;139
61,145,124;93;2;86;44;71;139
61,145,60;93;2;86;44;71;139
61,145,124;94;2;86;44;71;139
61,147,60;93;107;28;27;32
61,147,124;93;107;28;27;32
61,147,60;93;107;28;134;131
61,147,124;93;107;28;134;131
61,147,124;94;2;86;134;131
61,147,60;93;2;86;134;131
61,147,124;93;2;86;134;131
61,147,60;93;107;86;134;131
61,147,124;93;107;86;134;131
61,147,60;93;107;28;27;131
61,147,124;93;107;28;27;131
61,154,124;93;2;100;132;51;72
61,154,60;93;2;100;132;51;72
61,154,124;94;2;100;132;51;72
61,158,60;93;107;28;27;32
61,158,124;93;107;28;27;32
61,159,124;93;107;28;27;32;158
61,159,60;93;107;28;27;32;158
61,160,124;93;2;100;132
61,160,60;93;2;100;132
61,160,124;94;2;100;132
62,64,155;31;112;34;106
62,64,18;31;112;34;106
62,95,155;31;112;34;106;64;59
62,95,18;31;112;34;106;64;59
62,106,18;31;112;34
62,106,155;31;112;34
62,112,18;31
62,112,155;31
62,114,18
62,115,18
62,152,18
64,95,59
64,112,106;34
64,114,106;34;112;31;18
64,115,106;34;112;31
64,135,106;34;112;31;18
64,151,59;95
64,152,106;34;112;31;18
64,155,106;34;112;31
65,66,148;120;30
65,67,148;120;30;81;142;92
65,67,148;120;30;22;142;92
65,68,148;120;8
65,68,125;20;145
65,68,119;20;145
65,69,125;20;145
65,69,119;20;145
65,71,119;20;145;139
65,71,125;20;145;139
65,72,128
65,72,7
65,73,119;20;145;139
65,73,125;20;145;139
65,73,119;20;145;69
65,73,125;20;145;69
65,74,148;120
65,76,148;120
65,77,148;120;76
65,78,127;116
65,78,148;116
65,79,119;20;145;69
65,79,125;20;145;69
65,80,148;120;74
65,80,148;120;30
65,81,148;120;30
65,82,148;120
65,82,148;10
65,83,119;20;145;139
65,83,125;20;145;139
65,86,119;20;145;139;71;44
65,86,125;20;145;139;71;44
65,86,7;138;51;132;100;2
65,86,7;72;51;132;100;2
65,86,128;72;51;132;100;2
65,86,7;56;51;132;100;2
65,87,7
65,88,148;120
65,88,148;10
65,88,127;116
65,88,148;116
65,89,7;56
65,90,125
65,92,148;120;30;22;142
65,92,148;120;30;81;142
65,93,7;138;51;132;100;2
65,93,7;72;51;132;100;2
65,93,128;72;51;132;100;2
65,93,7;56;51;132;100;2
65,94,7;138;51;132;100;2
65,94,7;72;51;132;100;2
65,94,128;72;51;132;100;2
65,94,7;56;51;132;100;2
65,96,148
65,96,119
65,97,7;56;51
65,97,128;72;51
65,97,7;72;51
65,97,7;138;51
65,98,148;120
65,99,125
65,99,36
65,100,7;138;51;132
65,100,7;72;51;132
65,100,128;72;51;132
65,100,7;56;51;132
65,103,148;120;30
65,104,7;56
65,107,7;138;51;132;100;2
65,107,7;72;51;132;100;2
65,107,128;72;51;132;100;2
65,107,7;56;51;132;100;2
65,108,7;56;51;132;100;2;107
65,108,128;72;51;132;100;2;107
65,108,7;72;51;132;100;2;107
65,108,7;138;51;132;100;2;107
65,109,148;120
65,110,125;20;145;69;123
65,110,119;20;145;69;123
65,111,148;120;30
65,113,148;120;30;22;142;92;67
65,113,148;120;30;81;142;92;67
65,116,148
65,116,127
65,117,7;138;51;132
65,117,7;72;51;132
65,117,128;72;51;132
65,117,7;56;51;132
65,118,125;20;145;69;123
65,118,119;20;145;69;123
65,120,148
65,122,7;72
65,122,128;72
65,123,119;20;145;69
65,123,125;20;145;69
65,124,7;56;51;132;100;2;94
65,124,128;72;51;132;100;2;94
65,124,7;72;51;132;100;2;94
65,124,7;138;51;132;100;2;94
65,124,7;56;51;132;100;2;93
65,124,128;72;51;132;100;2;93
65,124,7;72;51;132;100;2;93
65,124,7;138;51;132;100;2;93
65,131,125;20;145;139;71;44;134
65,131,119;20;145;139;71;44;134
65,132,7;56;51
65,132,128;72;51
65,132,7;72;51
65,132,7;138;51
65,133,148;120;30;66
65,134,119;20;145;139;71;44
65,134,125;20;145;139;71;44
65,137,148;120;109
65,137,148;120;50
65,138,7
65,139,125;20;145
65,139,119;20;145
65,140,148;120;30
65,142,148;120;30;81
65,142,148;120;30;22
65,144,7;138;51;132;100;2
65,144,7;72;51;132;100;2
65,144,128;72;51;132;100;2
65,144,7;56;51;132;100;2
65,145,119;20
65,145,125;20
65,146,148;120;74
65,149,125;20;145;69;123
65,149,119;20;145;69;123
65,153,148;120;74
65,154,7;72
65,154,128;72
65,156,148;120;30
65,157,125;20;145;69;123
65,157,119;20;145;69;123
65,160,7;138;51;132
65,160,7;72;51;132
65,160,128;72;51;132
65,160,7;56;51;132
66,67,22;142;92
66,68,111
66,69,111;68
66,71,111;68;69;139
66,71,111;68;145;139
66,71,111;68;69;73
66,72,30;120;148;65;128
66,72,30;120;148;65;7
66,72,30;120;148;127;7
66,73,111;68;69
66,74,30
66,76,30
66,77,30;76
66,78,30;120;88
66,79,111;68;69
66,80,30
66,81,30
66,81,22
66,82,30;120
66,83,111;68;69;139
66,83,111;68;145;139
66,86,111;68;69;139;71;44
66,86,111;68;145;139;71;44
66,86,111;68;69;73;71;44
66,87,30;120;148;65;7
66,87,30;120;148;127;7
66,88,30;120
66,89,30;120;148;116;56
66,89,30;120;88;116;56
66,89,30;120;10;116;56
66,90,111;68;145;58
66,90,111;68;145;20
66,92,22;142
66,96,30;120;148
66,97,30;120;10;116;56;51
66,97,30;120;88;116;56;51
66,97,30;120;148;116;56;51
66,98,30
66,99,111;68;145;58;1
66,99,30;120;148;65;125
66,99,30;120;148;119;125
66,99,111;68;145;20;125
66,99,30;120;148;65;36
66,100,30;120;148;116;56;51;132
66,100,30;120;88;116;56;51;132
66,100,30;120;10;116;56;51;132
66,104,30;120;148;116;56
66,104,30;120;88;116;56
66,104,30;120;10;116;56
66,107,111;68;69;73;71;44;86
66,107,111;68;145;139;71;44;86
66,107,111;68;69;139;71;44;86
66,109,30;120
66,110,111;68;69;123
66,113,22;142;92;67
66,116,30;120;148
66,116,30;120;88
66,116,30;120;10
66,117,30;120;148;116;56;51;132
66,117,30;120;88;116;56;51;132
66,117,30;120;10;116;56;51;132
66,118,111;68;69;123
66,119,30;120;148
66,120,30
66,122,30;120;148;127;7;72
66,122,30;120;148;65;7;72
66,122,30;120;148;65;128;72
66,123,111;68;69
66,125,111;68;145;20
66,125,30;120;148;119
66,125,30;120;148;65
66,127,30;120;148
66,128,30;120;148;65
66,131,111;68;69;73;71;44;134
66,131,111;68;145;139;71;44;134
66,131,111;68;69;139;71;44;134
66,132,30;120;10;116;56;51
66,132,30;120;88;116;56;51
66,132,30;120;148;116;56;51
66,134,111;68;69;139;71;44
66,134,111;68;145;139;71;44
66,134,111;68;69;73;71;44
66,137,30;120;109
66,137,30;120;50
66,138,30;120;148;65;7
66,138,30;120;148;127;7
66,138,30;120;148;116;56
66,138,30;120;88;116;56
66,138,30;120;10;116;56
66,139,111;68;145
66,139,111;68;69
66,140,30
66,142,22
66,144,111;68;69;73;71;44;86
66,144,111;68;145;139;71;44;86
66,144,111;68;69;139;71;44;86
66,145,111;68
66,146,111;68
66,146,30;74
66,146,30;0
66,146,111;0
66,148,30;120
66,149,111;68;69;123
66,153,30;140
66,153,30;80
66,153,30;74
66,153,30;0
66,153,111;0
66,154,30;120;148;127;7;72
66,154,30;120;148;65;7;72
66,154,30;120;148;65;128;72
66,156,30
66,157,111;68;69;123
66,160,30;120;148;116;56;51;132
66,160,30;120;88;116;56;51;132
66,160,30;120;10;116;56;51;132
67,68,92;142;81;30;111
67,68,92;142;22;30;111
67,68,92;142;22;66;111
67,68,92;142;81;30;0
67,68,92;142;22;30;0
67,69,92;142;22;30;0;68
67,69,92;142;81;30;0;68
67,69,92;142;22;66;111;68
67,69,92;142;22;30;111;68
67,69,92;142;81;30;111;68
67,73,92;142;81;30;111;68;69
67,73,92;142;22;30;111;68;69
67,73,92;142;22;66;111;68;69
67,73,92;142;81;30;0;68;69
67,73,92;142;22;30;0;68;69
67,74,92;142;22;30
67,74,92;142;81;30
67,76,92;142;22;30
67,76,92;142;81;30
67,77,92;142;81;30;76
67,77,92;142;22;30;76
67,78,92;142;22;30;120;88
67,78,92;142;81;30;120;88
67,79,92;142;81;30;111;68;69
67,79,92;142;22;30;111;68;69
67,79,92;142;22;66;111;68;69
67,79,92;142;81;30;0;68;69
67,79,92;142;22;30;0;68;69
67,80,92;142;22;30
67,80,92;142;81;30
67,81,92;142
67,82,92;142;81;30;120
67,82,92;142;22;30;120
67,88,92;142;81;30;120
67,88,92;142;22;30;120
67,96,92;142;22;30;120;148
67,96,92;142;81;30;120;148
67,98,92;142;22;30
67,98,92;142;81;30
67,103,92;142;22;66
67,103,92;142;22;30
67,103,92;142;81;30
67,109,92;142;81;30;120
67,109,92;142;22;30;120
67,111,92;142;22;66
67,111,92;142;22;30
67,111,92;142;81;30
67,116,92;142;22;30;120;148
67,116,92;142;81;30;120;148
67,116,92;142;22;30;120;88
67,116,92;142;81;30;120;88
67,116,92;142;22;30;120;10
67,116,92;142;81;30;120;10
67,119,92;142;22;30;120;148
67,119,92;142;81;30;120;148
67,120,92;142;22;30
67,120,92;142;81;30
67,123,92;142;81;30;111;68;69
67,123,92;142;22;30;111;68;69
67,123,92;142;22;66;111;68;69
67,123,92;142;81;30;0;68;69
67,123,92;142;22;30;0;68;69
67,125,92;142;81;30;120;148;119
67,125,92;142;22;30;120;148;119
67,125,92;142;81;30;120;148;65
67,125,92;142;22;30;120;148;65
67,127,92;142;22;30;120;148
67,127,92;142;81;30;120;148
67,128,92;142;81;30;120;148;65
67,128,92;142;22;30;120;148;65
67,133,92;142;22;66
67,137,92;142;22;30;120;109
67,137,92;142;81;30;120;109
67,137,92;142;22;30;120;50
67,137,92;142;81;30;120;50
67,139,92;142;81;30;111;68;145
67,139,92;142;22;30;111;68;145
67,139,92;142;22;66;111;68;145
67,139,92;142;81;30;0;68;145
67,139,92;142;22;30;0;68;145
67,139,92;142;81;30;120;8;145
67,139,92;142;22;30;120;8;145
67,139,92;142;81;30;120;55;145
67,139,92;142;22;30;120;55;145
67,139,92;142;81;30;111;68;69
67,139,92;142;22;30;111;68;69
67,139,92;142;22;66;111;68;69
67,139,92;142;81;30;0;68;69
67,139,92;142;22;30;0;68;69
67,140,92;142;22;30
67,140,92;142;81;30
67,142,92
67,145,92;142;22;30;120;55
67,145,92;142;81;30;120;55
67,145,92;142;22;30;120;8
67,145,92;142;81;30;120;8
67,145,92;142;22;30;0;68
67,145,92;142;81;30;0;68
67,145,92;142;22;66;111;68
67,145,92;142;22;30;111;68
67,145,92;142;81;30;111;68
67,146,92;142;81;30;74
67,146,92;142;22;30;74
67,146,92;142;81;30;0
67,146,92;142;22;30;0
67,148,92;142;81;30;120
67,148,92;142;22;30;120
67,153,92;142;81;30;140
67,153,92;142;22;30;140
67,153,92;142;81;30;80
67,153,92;142;22;30;80
67,153,92;142;81;30;74
67,153,92;142;22;30;74
67,153,92;142;81;30;0
67,153,92;142;22;30;0
67,156,92;142;81
67,156,92;142;24
68,71,69;139
68,71,145;139
68,71,69;73
68,72,145;20;125;65;128
68,72,145;20;119;65;128
68,72,8;120;148;65;128
68,72,145;20;125;36;128
68,72,145;20;125;65;7
68,72,145;20;119;65;7
68,72,8;120;148;65;7
68,72,8;120;148;127;7
68,73,69
68,74,146
68,75,69;139;71;44;134;131
68,75,145;139;71;44;134;131
68,75,69;73;71;44;134;131
68,75,69;139;71;44;134;49
68,75,145;139;71;44;134;49
68,75,69;73;71;44;134;49
68,76,8;120
68,76,0;30
68,76,111;30
68,77,111;30;76
68,77,0;30;76
68,77,8;120;76
68,78,8;120;88
68,79,69
68,80,146;74
68,80,0;153
68,80,146;153
68,80,0;140
68,80,0;30
68,80,111;30
68,81,0;30
68,81,111;30
68,82,8;120
68,83,69;139
68,83,145;139
68,86,69;139;71;44
68,86,145;139;71;44
68,86,69;73;71;44
68,87,145;20;125;65;7
68,87,145;20;119;65;7
68,87,8;120;148;65;7
68,87,8;120;148;127;7
68,88,8;120
68,89,8;120;148;116;56
68,89,8;120;88;116;56
68,89,8;120;10;116;56
68,90,145;58
68,90,145;20
68,92,111;66;22;142
68,92,0;30;22;142
68,92,111;30;22;142
68,92,0;30;81;142
68,92,111;30;81;142
68,93,69;139;71;44;86;107
68,93,145;139;71;44;86;107
68,93,69;73;71;44;86;107
68,93,69;139;71;44;86;2
68,93,145;139;71;44;86;2
68,93,69;73;71;44;86;2
68,94,69;139;71;44;86;2
68,94,145;139;71;44;86;2
68,94,69;73;71;44;86;2
68,96,145;20;119
68,96,8;120;148
68,97,8;120;10;116;56;51
68,97,8;120;88;116;56;51
68,97,8;120;148;116;56;51
68,98,8;120
68,98,0;30
68,98,111;30
68,99,145;58;1
68,99,145;20;125
68,100,69;139;71;44;86;2
68,100,145;139;71;44;86;2
68,100,69;73;71;44;86;2
68,103,111;66
68,103,0;30
68,103,111;30
68,104,8;120;148;116;56
68,104,8;120;88;116;56
68,104,8;120;10;116;56
68,107,69;73;71;44;86
68,107,145;139;71;44;86
68,107,69;139;71;44;86
68,108,69;139;71;44;86;107
68,108,145;139;71;44;86;107
68,108,69;73;71;44;86;107
68,108,69;139;71;44;86;28
68,108,145;139;71;44;86;28
68,108,69;73;71;44;86;28
68,108,69;139;71;44;134;28
68,108,145;139;71;44;134;28
68,108,69;73;71;44;134;28
68,109,8;120
68,110,69;123
68,113,111;66;22;142;92;67
68,113,0;30;22;142;92;67
68,113,111;30;22;142;92;67
68,113,0;30;81;142;92;67
68,113,111;30;81;142;92;67
68,116,8;120;148
68,116,8;120;88
68,116,8;120;10
68,117,8;120;148;116;56;51;132
68,117,8;120;88;116;56;51;132
68,117,8;120;10;116;56;51;132
68,118,69;123
68,119,145;20
68,120,8
68,121,69;73;71;44;134;131;147
68,121,145;139;71;44;134;131;147
68,121,69;139;71;44;134;131;147
68,121,69;73;71;44;134;27;32
68,121,145;139;71;44;134;27;32
68,121,69;139;71;44;134;27;32
68,121,69;73;71;44;134;131;32
68,121,145;139;71;44;134;131;32
68,121,69;139;71;44;134;131;32
68,122,8;120;148;127;7;72
68,122,8;120;148;65;7;72
68,122,145;20;119;65;7;72
68,122,145;20;125;65;7;72
68,122,145;20;125;36;128;72
68,122,8;120;148;65;128;72
68,122,145;20;119;65;128;72
68,122,145;20;125;65;128;72
68,123,69
68,124,69;73;71;44;86;2;94
68,124,145;139;71;44;86;2;94
68,124,69;139;71;44;86;2;94
68,124,69;73;71;44;86;2;93
68,124,145;139;71;44;86;2;93
68,124,69;139;71;44;86;2;93
68,124,69;73;71;44;86;107;93
68,124,145;139;71;44;86;107;93
68,124,69;139;71;44;86;107;93
68,125,145;20
68,127,8;120;148
68,128,145;20;125;36
68,128,8;120;148;65
68,128,145;20;119;65
68,128,145;20;125;65
68,129,69;139;71;44;134;49
68,129,145;139;71;44;134;49
68,129,69;73;71;44;134;49
68,131,69;73;71;44;134
68,131,145;139;71;44;134
68,131,69;139;71;44;134
68,132,8;120;10;116;56;51
68,132,8;120;88;116;56;51
68,132,8;120;148;116;56;51
68,133,111;66
68,134,69;139;71;44
68,134,145;139;71;44
68,134,69;73;71;44
68,137,8;120;109
68,137,8;120;50
68,138,145;20;125;65;7
68,138,145;20;119;65;7
68,138,8;120;148;65;7
68,138,8;120;148;127;7
68,138,8;120;148;116;56
68,138,8;120;88;116;56
68,138,8;120;10;116;56
68,139,145
68,139,69
68,140,0
68,141,69;73;71;44;134;131;147
68,141,145;139;71;44;134;131;147
68,141,69;139;71;44;134;131;147
68,141,69;73;71;44;134;49;75
68,141,145;139;71;44;134;49;75
68,141,69;139;71;44;134;49;75
68,141,69;73;71;44;134;131;75
68,141,145;139;71;44;134;131;75
68,141,69;139;71;44;134;131;75
68,141,69;73;71;44;134;27;32
68,141,145;139;71;44;134;27;32
68,141,69;139;71;44;134;27;32
68,141,69;73;71;44;134;131;32
68,141,145;139;71;44;134;131;32
68,141,69;139;71;44;134;131;32
68,142,111;30;81
68,142,0;30;81
68,142,111;30;22
68,142,0;30;22
68,142,111;66;22
68,143,69;73;71;44;86;107;21
68,143,145;139;71;44;86;107;21
68,143,69;139;71;44;86;107;21
68,143,69;73;71;44;86;107;13
68,143,145;139;71;44;86;107;13
68,143,69;139;71;44;86;107;13
68,144,69;73;71;44;86
68,144,145;139;71;44;86
68,144,69;139;71;44;86
68,147,69;139;71;44;134;131
68,147,145;139;71;44;134;131
68,147,69;73;71;44;134;131
68,148,8;120
68,149,69;123
68,153,146
68,153,0
68,154,8;120;148;127;7;72
68,154,8;120;148;65;7;72
68,154,145;20;119;65;7;72
68,154,145;20;125;65;7;72
68,154,145;20;125;36;128;72
68,154,8;120;148;65;128;72
68,154,145;20;119;65;128;72
68,154,145;20;125;65;128;72
68,156,0;30
68,156,111;30
68,157,69;123
68,158,69;73;71;44;134;27;32
68,158,145;139;71;44;134;27;32
68,158,69;139;71;44;134;27;32
68,158,69;73;71;44;134;131;32
68,158,145;139;71;44;134;131;32
68,158,69;139;71;44;134;131;32
68,160,8;120;148;116;56;51;132
68,160,8;120;88;116;56;51;132
68,160,8;120;10;116;56;51;132
69,71,139
69,71,73
69,72,145;20;125;65;128
69,72,145;20;119;65;128
69,72,145;20;125;36;128
69,72,145;20;125;65;7
69,72,145;20;119;65;7
69,74,68;146
69,75,139;71;44;134;131
69,75,73;71;44;134;131
69,75,139;71;44;134;49
69,75,73;71;44;134;49
69,76,145;8;120
69,76,68;8;120
69,76,145;55;120
69,76,68;0;30
69,76,68;111;30
69,77,68;111;30;76
69,77,68;0;30;76
69,77,145;55;120;76
69,77,68;8;120;76
69,77,145;8;120;76
69,78,145;55;120;88
69,78,68;8;120;88
69,78,145;8;120;88
69,80,68;146;74
69,80,68;0;153
69,80,68;146;153
69,80,68;0;140
69,80,68;0;30
69,80,68;111;30
69,81,68;0;30
69,81,68;111;30
69,82,145;8;120
69,82,68;8;120
69,82,145;55;120
69,83,139
69,85,139;71;44;86;107;93;60
69,85,73;71;44;86;107;93;60
69,85,139;71;44;86;2;93;60
69,85,73;71;44;86;2;93;60
69,85,139;71;44;86;107;93;35
69,85,73;71;44;86;107;93;35
69,85,139;71;44;86;2;93;35
69,85,73;71;44;86;2;93;35
69,85,139;71;44;86;107;21;35
69,85,73;71;44;86;107;21;35
69,86,139;71;44
69,86,73;71;44
69,87,145;20;125;65;7
69,87,145;20;119;65;7
69,88,145;8;120
69,88,68;8;120
69,88,145;55;120
69,89,145;55;120;148;116;56
69,89,68;8;120;148;116;56
69,89,145;8;120;148;116;56
69,89,145;20;119;148;116;56
69,89,145;55;120;88;116;56
69,89,68;8;120;88;116;56
69,89,145;8;120;88;116;56
69,89,145;55;120;10;116;56
69,89,68;8;120;10;116;56
69,89,145;8;120;10;116;56
69,89,145;20;119;65;7;56
69,89,145;20;125;65;7;56
69,90,145;58
69,90,145;20
69,91,139;71;44;134;131;32;158
69,91,73;71;44;134;131;32;158
69,91,139;71;44;134;27;32;158
69,91,73;71;44;134;27;32;158
69,91,139;71;44;134;131;32;141
69,91,73;71;44;134;131;32;141
69,91,139;71;44;134;27;32;141
69,91,73;71;44;134;27;32;141
69,91,139;71;44;134;131;75;141
69,91,73;71;44;134;131;75;141
69,91,139;71;44;134;49;75;141
69,91,73;71;44;134;49;75;141
69,91,139;71;44;134;131;147;141
69,91,73;71;44;134;131;147;141
69,92,68;111;66;22;142
69,92,68;0;30;22;142
69,92,68;111;30;22;142
69,92,68;0;30;81;142
69,92,68;111;30;81;142
69,93,139;71;44;86;107
69,93,73;71;44;86;107
69,93,139;71;44;86;2
69,93,73;71;44;86;2
69,94,139;71;44;86;2
69,94,73;71;44;86;2
69,96,145;20;119
69,97,145;20;125;65;7;56;51
69,97,145;20;119;65;7;56;51
69,97,145;8;120;10;116;56;51
69,97,68;8;120;10;116;56;51
69,97,145;55;120;10;116;56;51
69,97,145;8;120;88;116;56;51
69,97,68;8;120;88;116;56;51
69,97,145;55;120;88;116;56;51
69,97,145;20;119;148;116;56;51
69,97,145;8;120;148;116;56;51
69,97,68;8;120;148;116;56;51
69,97,145;55;120;148;116;56;51
69,97,145;20;125;65;128;72;51
69,97,145;20;119;65;128;72;51
69,97,145;20;125;36;128;72;51
69,97,145;20;125;65;7;72;51
69,97,145;20;119;65;7;72;51
69,97,145;20;125;65;7;138;51
69,97,145;20;119;65;7;138;51
69,98,145;8;120
69,98,68;8;120
69,98,145;55;120
69,98,68;0;30
69,98,68;111;30
69,99,145;58;1
69,99,145;20;125
69,100,139;71;44;86;2
69,100,73;71;44;86;2
69,101,139;71;44;134;131;32;158
69,101,73;71;44;134;131;32;158
69,101,139;71;44;134;27;32;158
69,101,73;71;44;134;27;32;158
69,101,139;71;44;134;131;32;141
69,101,73;71;44;134;131;32;141
69,101,139;71;44;134;27;32;141
69,101,73;71;44;134;27;32;141
69,101,139;71;44;134;131;75;141
69,101,73;71;44;134;131;75;141
69,101,139;71;44;134;49;75;141
69,101,73;71;44;134;49;75;141
69,101,139;71;44;134;131;147;141
69,101,73;71;44;134;131;147;141
69,102,139;71;44;134;131;32;158
69,102,73;71;44;134;131;32;158
69,102,139;71;44;134;27;32;158
69,102,73;71;44;134;27;32;158
69,102,139;71;44;134;131;32;4
69,102,73;71;44;134;131;32;4
69,102,139;71;44;134;27;32;4
69,102,73;71;44;134;27;32;4
69,102,139;71;44;134;27;33;4
69,102,73;71;44;134;27;33;4
69,103,68;111;66
69,103,68;0;30
69,103,68;111;30
69,104,145;55;120;148;116;56
69,104,68;8;120;148;116;56
69,104,145;8;120;148;116;56
69,104,145;20;119;148;116;56
69,104,145;55;120;88;116;56
69,104,68;8;120;88;116;56
69,104,145;8;120;88;116;56
69,104,145;55;120;10;116;56
69,104,68;8;120;10;116;56
69,104,145;8;120;10;116;56
69,104,145;20;119;65;7;56
69,104,145;20;125;65;7;56
69,107,73;71;44;86
69,107,139;71;44;86
69,108,139;71;44;86;107
69,108,73;71;44;86;107
69,108,139;71;44;86;28
69,108,73;71;44;86;28
69,108,139;71;44;134;28
69,108,73;71;44;134;28
69,109,145;8;120
69,109,68;8;120
69,109,145;55;120
69,110,123
69,111,68
69,113,68;111;66;22;142;92;67
69,113,68;0;30;22;142;92;67
69,113,68;111;30;22;142;92;67
69,113,68;0;30;81;142;92;67
69,113,68;111;30;81;142;92;67
69,116,145;55;120;148
69,116,68;8;120;148
69,116,145;8;120;148
69,116,145;20;119;148
69,116,145;55;120;88
69,116,68;8;120;88
69,116,145;8;120;88
69,116,145;55;120;10
69,116,68;8;120;10
69,116,145;8;120;10
69,117,139;71;44;86;2;100;132
69,117,73;71;44;86;2;100;132
69,118,123
69,119,145;20
69,120,145;55
69,120,68;8
69,120,145;8
69,121,73;71;44;134;131;147
69,121,139;71;44;134;131;147
69,121,73;71;44;134;27;32
69,121,139;71;44;134;27;32
69,121,73;71;44;134;131;32
69,121,139;71;44;134;131;32
69,122,145;20;119;65;7;72
69,122,145;20;125;65;7;72
69,122,145;20;125;36;128;72
69,122,145;20;119;65;128;72
69,122,145;20;125;65;128;72
69,124,73;71;44;86;2;94
69,124,139;71;44;86;2;94
69,124,73;71;44;86;2;93
69,124,139;71;44;86;2;93
69,124,73;71;44;86;107;93
69,124,139;71;44;86;107;93
69,125,145;20
69,126,139;71;44;86;107;93;60
69,126,73;71;44;86;107;93;60
69,126,139;71;44;86;2;93;60
69,126,73;71;44;86;2;93;60
69,127,145;20;119;65
69,127,145;20;125;65
69,127,145;55;120;148
69,127,68;8;120;148
69,127,145;8;120;148
69,127,145;20;119;148
69,128,145;20;125;36
69,128,145;20;119;65
69,128,145;20;125;65
69,129,139;71;44;134;49
69,129,73;71;44;134;49
69,131,73;71;44;134
69,131,139;71;44;134
69,132,73;71;44;86;2;100
69,132,139;71;44;86;2;100
69,133,68;111;66
69,134,139;71;44
69,134,73;71;44
69,137,145;55;120;109
69,137,68;8;120;109
69,137,145;8;120;109
69,137,145;55;120;50
69,137,68;8;120;50
69,137,145;8;120;50
69,138,145;20;125;65;7
69,138,145;20;119;65;7
69,140,68;0
69,141,73;71;44;134;131;147
69,141,139;71;44;134;131;147
69,141,73;71;44;134;49;75
69,141,139;71;44;134;49;75
69,141,73;71;44;134;131;75
69,141,139;71;44;134;131;75
69,141,73;71;44;134;27;32
69,141,139;71;44;134;27;32
69,141,73;71;44;134;131;32
69,141,139;71;44;134;131;32
69,142,68;111;30;81
69,142,68;0;30;81
69,142,68;111;30;22
69,142,68;0;30;22
69,142,68;111;66;22
69,143,73;71;44;86;107;21
